INDENT NO,WO NO,ITEM DESCRIPTION,MT ID,MT TYPE,QUT,UNIT,SIZE,THK,WIDTH,ID,VENDOR NAME,RATE EACH,DISCOUNT,OTHER EXP,TAX,QUT,PO NO,PO DESCRIPTION,AMOUNT,TAX AM,TOTALAMOUNT
508,G51,MT GEAR2 RUF Ø265 X 50,ROUND,EN-9,6,Nos,ROUND265,50,0,0,HINDUSTAN ENTERPRISE,65,0,0,18,129.78,21,MT-ROUND Ø 265 X 50 mm Long,8435.427,1518.37686,9953.80386
509,G053,EC MT WEB PL6 X 175 X 2450-4 NOS & 168 STI 8 NOS=11144LG,PLATE,NA,2,Kgs,PLATETHK6,175,4310,0,CHANDRAMAULI STEEL,58.3,0,49,18,71.05,0,MT-PLATE Thk 6 Thk  X 175 X 4310 mm Long,4191.235405,754.4223729,4945.657778
510,G053,EC PL TH6 X200X2450LG02NOS AND 2000 LG 02 NOS AND 181 LG 4 NOS ,PLATE,NA,2,Kgs,PLATETHK6,200,6600,0,CHANDRAMAULI STEEL,58.8,0,650,18,124.34,0,MT-PLATE Thk 6 Thk  X 200 X 6600 mm Long,7961.4272,1433.056896,9394.484096
511,G053,LTW-MT Ø205 X 100,ROUND,NA,2,Nos,ROUND205,100,0,0,HARSHAD STEEL,65,0,0,18,51.77,,MT-ROUND Ø 205 X 100 mm Long,3365.362,605.76516,3971.12716
512,G053,LTW-MT 205 X 90,ROUND,NA,2,Nos,ROUND205,90,0,0,HARSHAD STEEL,65,0,0,18,46.60,,MT-ROUND Ø 205 X 90 mm Long,3028.8258,545.188644,3574.014444
513,G053,MG-MT STIFNER 250 X 5000,PLATE,NA,2,Nos,PLATETHK6,250,6300,0,CHANDRAMAULI STEEL,60.5,0,0,18,148.37,,MT-PLATE Thk 6 Thk  X 250 X 6300 mm Long,8976.0825,1615.69485,10591.77735
514,G053,MG MT WEB PLATE 6 X 1500 X 6300,PLATE,NA,2,Nos,PLATETHK6,1520,6350,0,CHANDRAMAULI STEEL,70.5,0,0,18,909.22,31,MT-PLATE Thk 6 Thk  X 1520 X 6350 mm Long,64099.8972,11537.9815,75637.8787
515,G053,MG BOTTOM MT PLATE 8 X 365 X 6200,PLATE,NA,1,Kgs,8.0,365,6225,0,CHANDRAMAULI STEEL,71,0,0,18,142.69,,MT-PLATE Thk 8 Thk  X 365 X 6225 mm Long,10130.95095,1823.571171,11954.52212
516,G053,MG PL BASE 10 THK X550 X 210,PLATE,NA,8,Kgs,10,550,210,0,STOCK,65,0,0,18,72.53,,MT-PLATE Thk 10 Thk  X 550 X 210 mm Long,4714.71,848.6478,5563.3578
517,G053,(EC)LA-TUR-LTWHEEL ,LABOUR,NA,4,Nos,LABOUR,0,0,0,RUCHI ENGINEERS,275,0,0,18,4.00,,LABOUR-(EC)LA-TUR-LTWHEEL ,1100,198,1298
518,STOCK,PLATE 533 X 488 X 20 THK,PLATE,NA,1,Nos,PLATETHK20,533,488,0,AMBIKA INDUSTRIES,80,0,0,18,40.84,,MT-PLATE Thk 20 Thk  X 533 X 488 mm Long,3266.90624,588.0431232,3854.949363
519,G054,MT-IP-Ø45 X 555,ROUND,EN-19,1,KGS,45.0,555,0,0,D.ishwarlal and co,90,0,0,18,6.92,30,MT-ROUND Ø 45 X 555 mm Long,623.0763,112.153734,735.230034
520,G054,MT-IMP-Ø45 X 220,ROUND,EN-19,1,KGS,45.0,220,0,0,STOCK,1,0,0,18,2.74,,MT-ROUND Ø 45 X 220 mm Long,2.74428,0.4939704,3.2382504
521,G054,MT-SIP-Ø60 X 220,ROUND,EN-19,1,Kgs,60,220,0,0,STOCK,1,0,0,18,4.88,,MT-ROUND Ø 60 X 220 mm Long,4.87872,0.8781696,5.7568896
522,G054,MT-OPS-Ø 100 X 492,ROUND,EN-9,1,Kgs,100.0,492,0,0,D.ishwarlal and co,68,0,0,18,30.31,30,MT-ROUND Ø 100 X 492 mm Long,2060.8896,370.960128,2431.849728
523,G054,MT-GEAR 1-Ø 125 X 35,ROUND,EN-9,1,KGS,125,35,0,0,D.ishwarlal and co,68,0,0,18,3.37,30,MT-ROUND Ø 125 X 35 mm Long,229.075,41.2335,270.3085
524,G054,MT-GEAR 2-Ø175 X 40,ROUND,EN-9,1,KGS,175,40,0,0,STOCK,1,0,0,18,7.55,,MT-ROUND Ø 175 X 40 mm Long,7.546,1.35828,8.90428
525,G054,MT-GEAR 3-Ø215 X 50,ROUND,EN-9,1,KGS,220.0,50,0,0,D.ishwarlal and co,75,0,0,18,14.91,30,MT-ROUND Ø 220 X 50 mm Long,1118.04,201.2472,1319.2872
526,STOCK,WELDING SPOOL,BF,NA,2,Nos,WELDING ROD,0,0,0,CASH,1400,0,0,0,2.00,,WELDING ROD,2800,0,2800
527,STOCK,Ø100 DIA FOR CRANE,ROUND,NA,1,Nos,100,289,0,0,CASH,61,0,15,0,17.80,,MT-ROUND Ø 100 X 289 mm Long,1100.9464,0,1100.9464
528,G053,(EC)LA-WHEEL TEETH CUTTING,LABOUR,NA,2,Nos,LABOUR,0,0,0,MANAV INDUSTRIES-BHARATBHAI,650,0,0,18,2.00,,LABOUR-(EC)LA-WHEEL TEETH CUTTING,1300,234,1534
529,STOCK,KEY WAY LABOUR,LABOUR,NA,2,Nos,LABOUR,0,0,0,BAHUCHAR ENGINEERING WORKS,1,0,0,18,2.00,,LABOUR-KEY WAY LABOUR,2,0.36,2.36
530,STOCK,PETERN MILLING ,LABOUR,NA,1,Nos,LABOUR,0,0,0,BAHUCHAR ENGINEERING WORKS,1,0,0,18,1.00,,LABOUR-PETERN MILLING ,1,0.18,1.18
531,G051,MT-PATO MAIN PROFILE 75 X 32,PLATE,NA,2,Kgs,32,75,6100,0,CHANDRAMAULI STEEL,58.8,0,136,18,229.85,,MT-PLATE Thk 32 Thk  X 75 X 6100 mm Long,13651.0624,2457.191232,16108.25363
532,STOCK,PATO 40 X 20,PLATE,NA,2,Kgs,20,40,6000,0,CHANDRAMAULI STEEL,54.5,0,0,18,75.36,,MT-PLATE Thk 20 Thk  X 40 X 6000 mm Long,4107.12,739.2816,4846.4016
533,G053,CO-MT-PATO 100 X 6,PLATE,NA,3,Nos,6,100,6300,0,CHANDRAMAULI STEEL,54.5,0,0,18,89.02,,MT-PLATE Thk 6 Thk  X 100 X 6300 mm Long,4851.5355,873.27639,5724.81189
534,STOCK,GH CRANE LT GB PINION TEETH CUTTING,LABOUR,NA,2,Nos,LABOUR,0,0,0,MANAV INDUSTRIES-BHARATBHAI,350,0,0,0,2.00,,LABOUR-GH CRANE LT GB PINION TEETH CUTTING,700,0,700
535,G053,CO-MT 125 C CH,CCH,NA,8,Nos,CH125,6500,0,0,SHREE CHAMUNDA STEEL STORES,52.5,0,0,18,660.40,25,MT-CO-MT 125 C CH X 6500 mm Long,34671,6240.78,40911.78
536,G053,MG-MT ANGLE 50506,CCH,NA,8,Nos,ISA506,6888,0,0,SHREE CHAMUNDA STEEL STORES,50.5,0,0,18,247.97,25,MT-MG-MT ANGLE 50506 X 6888 mm Long,12522.384,2254.02912,14776.41312
537,G053,GAN-MT-200 I BEAM,CCH,NA,7,Nos,IB200,6788.526,0,0,SHREE CHAMUNDA STEEL STORES,53,0,0,18,1207.00,25,MT-GAN-MT-200 I BEAM X 6788.526 mm Long,63970.99591,11514.77926,75485.77517
538,G053,GAN-SQ BAR 40,PLATE,NA,4,Nos,40,40,7000,0,CASH,56,0,800,18,351.68,,MT-PLATE Thk 40 Thk  X 40 X 7000 mm Long,20494.08,3688.9344,24183.0144
539,G053,CO-MT-BOTTOM PLATE 16 X 300 X 500,PLATE,NA,2,Kgs,16,300,500,0,AMBIKA INDUSTRIES,77,0,0,18,37.68,23,MT-PLATE Thk 16 Thk  X 300 X 500 mm Long,2901.36,522.2448,3423.6048
540,G053,CO MT-PL 6 X 500 X 450,PLATE,NA,4,Nos,6,450,500,0,AMBIKA INDUSTRIES,77,0,0,18,42.39,23,MT-PLATE Thk 6 Thk  X 450 X 500 mm Long,3264.03,587.5254,3851.5554
541,G053,CO-MT PL 6 X 200 X 500,PLATE,NA,4,Nos,6,200,500,0,AMBIKA INDUSTRIES,77,0,0,18,18.84,23,MT-PLATE Thk 6 Thk  X 200 X 500 mm Long,1450.68,261.1224,1711.8024
542,G053,CO-MT PL 6 X 250 X500,PLATE,NA,2,Nos,10.0,250,500,0,AMBIKA INDUSTRIES,77,0,0,18,19.63,23,MT-PLATE Thk 10 Thk  X 250 X 500 mm Long,1511.125,272.0025,1783.1275
543,G053,CO-MT PL 10 X 250 X300,PLATE,NA,2,Nos,10,250,300,0,AMBIKA INDUSTRIES,77,0,0,18,11.78,23,MT-PLATE Thk 10 Thk  X 250 X 300 mm Long,906.675,163.2015,1069.8765
544,G053,(3TH)MT-GEAR SIDE PNEL COVER AND PENLSIDE COVER,BF,NA,1,Set,CRANEPART,0,0,0,CASH,2640,0,0,0,1.00,,CRANEPART,2640,0,2640
545,G053,MT-ANGLE 40 X 40 X5,CCH,NA,3,Nos,ISA405,6446,0,0,SHREE CHAMUNDA STEEL STORES,50.5,0,0,18,58.01,25,MT-MT-ANGLE 40 X 40 X5 X 6446 mm Long,2929.707,527.34726,3457.05426
546,M045,LA-COLOUR JOB WORK,LABOUR,NA,1,Nos,LABOUR,0,0,0,CASH,5000,0,0,18,1.00,,LABOUR-LA-COLOUR JOB WORK,5000,900,5900
547,G053,MG BOTTOM MT PLATE 8 X 365 X 5800,PLATE,NA,1,Nos,8,365,5800,0,CHANDRAMAULI STEEL,71,0,898,18,132.95,,MT-PLATE Thk 8 Thk  X 365 X 5800 mm Long,10337.2796,1860.710328,12197.98993
548,STOCK,PLATE 8 THK 770 X 6200,PLATE,NA,1,Nos,8,780,6225,0,CHANDRAMAULI STEEL,71,0,0,18,304.93,,MT-PLATE Thk 8 Thk  X 780 X 6225 mm Long,21649.7034,3896.946612,25546.65001
549,STOCK,PL 8 X 365 X 400,PLATE,NA,1,Nos,8,365,400,0,CHANDRAMAULI STEEL,71,0,0,18,9.17,,MT-PLATE Thk 8 Thk  X 365 X 400 mm Long,650.9848,117.177264,768.162064
550,G053,COLOUR FOR COLOUM,BF,NA,1,Nos,COLOUR,0,0,0,CASH,1500,0,0,18,1.00,,COLOUR,1500,270,1770
551,G053,GAN-SQ BAR 40 ,PLATE,NA,1,Nos,40,40,7000,0,STOCK,56,0,0,18,87.92,,MT-PLATE Thk 40 Thk  X 40 X 7000 mm Long,4923.52,886.2336,5809.7536
552,G053,RCC DRILL BIT Ø25,BF,NA,1,Nos,MISCEXP,0,0,0,CASH,450,0,0,18,1.00,,MISCEXP,450,81,531
553,G053,TEMPO RENT FOR GANTRY,BF,NA,1,Nos,MISCEXP,0,0,0,CASH,6500,0,0,18,1.00,,MISCEXP,6500,1170,7670
554,G053,FOUNDATION BOLT ,BF,NA,15,Nos,M20,150,0,0,ADISHWAR HARDWARE & TOOLS,100,0,0,18,15.00,,M20,1500,270,1770
555,G056,FAB-PLATE THK 8 X 232 X 877 ,PLATE,NA,4,KGS,PLATE8,232,877,0,GHANSHYAM VVN,70,0,0,18,51.11,,MT-PLATE Thk 8 Thk  X 232 X 877 mm Long,3577.710976,643.9879757,4221.698952
556,G056,FAB-3AH 550-GBC-A1_2,PLATE,NA,1,KGS,PLATE8,242,1244,0,GHANSHYAM VVN,70,0,0,18,18.91,,MT-PLATE Thk 8 Thk  X 242 X 1244 mm Long,1323.407008,238.2132614,1561.620269
557,G056,MT FAB MAIN PROFILE,PLATE,NA,4,KGS,PLATE50,115,758,0,GHANSHYAM VVN,70,0,0,18,136.86,,MT-PLATE Thk 50 Thk  X 115 X 758 mm Long,9579.983,1724.39694,11304.37994
558,G056,FAB-3AH 550-GBC-A1_4,PLATE,NA,4,KGS,PLATE20,40,142,,GHANSHYAM VVN,70,0,0,18,3.57,,MT-PLATE Thk 20 Thk  X 40 X 142 mm Long,249.6928,44.944704,294.637504
559,G056,3AH 550-GBC-A1_5,PLATE,NA,4,KGS,PLATE20,40,326,,GHANSHYAM VVN,70,0,0,18,8.19,,MT-PLATE Thk 20 Thk  X 40 X 326 mm Long,573.2384,103.182912,676.421312
560,G056,3AH 550-GBC-A1_6,PLATE,NA,2,KGS,PLATE25,77,470,,GHANSHYAM VVN,70,0,0,18,14.20,,MT-PLATE Thk 25 Thk  X 77 X 470 mm Long,994.32025,178.977645,1173.297895
561,G056,3AH 550-GBC-A1_7,PLATE,NA,1,KGS,PLATE6,35,856,,GHANSHYAM VVN,70,0,0,18,1.41,,MT-PLATE Thk 6 Thk  X 35 X 856 mm Long,98.77812,17.7800616,116.5581816
562,G056,3AH 550-GBC-A1_8,PLATE,NA,1,KGS,PLATE6,242,1175,,GHANSHYAM VVN,70,0,0,18,13.39,,MT-PLATE Thk 6 Thk  X 242 X 1175 mm Long,937.50195,168.750351,1106.252301
563,G056,C CHANNEL 75,CCH,NA,1,KGS,CH75,90,0,0,GHANSHYAM VVN,70,0,0,18,0.61,,MT-C CHANNEL 75 X 90 mm Long,42.84,7.7112,50.5512
564,G056,C CHANNEL 75,CCH,NA,4,KGS,CH75,80,0,0,GHANSHYAM VVN,70,0,0,18,2.18,,MT-C CHANNEL 75 X 80 mm Long,152.32,27.4176,179.7376
565,G056,3AH 550-GBC-A1_11,BF,STD,2,Nos,DOWELPIN 10X50,50,0,0,GHANSHYAM VVN,10,0,0,18,2.00,,DOWELPIN 10X50,20,3.6,23.6
566,G056,3AH 550-GBC-A1_12,BF,STD,16,NOS,HEXBOLT-M16X70,0,0,0,GHANSHYAM VVN,5,0,0,18,16.00,,HEXBOLT-M16X70,80,14.4,94.4
567,G056,3AH 550-GBC-A1_13,BF,STD,16,NOS,HEXNUT-M16,0,0,0,GHANSHYAM VVN,2.5,0,0,18,16.00,,HEXNUT-M16,40,7.2,47.2
568,G056,3AH 550-GBC-A1_14,BF,STD,16,NOS,SPWASHER-A16,0,0,0,GHANSHYAM VVN,1,0,0,18,16.00,,SPWASHER-A16,16,2.88,18.88
569,G056,3AH 550-GBC-A1_20_SILICON,BF,STD,3,NOS,SILICON,0,0,0,GHANSHYAM VVN,90,0,0,18,3.00,,SILICON,270,48.6,318.6
570,G056,3AH 550-GBC-A1_23_STUD 16X200,ROUND,STD,8,KGS,ROUND16,200,0,0,GHANSHYAM VVN,65,0,0,18,2.52,,MT-ROUND Ø 16 X 200 mm Long,164.00384,29.5206912,193.5245312
571,G056,3AH 550-GBC-A1_19_NUT M16,BF,STD,28,NOS,HEXNUT-M16,0,0,0,GHANSHYAM VVN,2.5,0,0,18,28.00,,HEXNUT-M16,70,12.6,82.6
572,G056,3AH550 FABRICATION WITH SR- JW,LABOUR,NA,250,KGS,LABOUR,0,0,0,GHANSHYAM VVN,25,0,0,18,250.00,,LABOUR-3AH550 FABRICATION WITH SR- JW,6250,1125,7375
573,G056,3AH550 GBODY BORING JW,LABOUR,NA,1,Nos,LABOUR,0,0,0,GHANSHYAM VVN,12000,0,0,18,1.00,,LABOUR-3AH550 GBODY BORING JW,12000,2160,14160
574,G056,MT-3AH 550-IP-15-2.5-A,ROUND,EN-24,1,KGS,55.0,630,0,0,D.ishwarlal and co,90,0,0,18,11.74,30,MT-ROUND Ø 55 X 630 mm Long,1056.5478,190.178604,1246.726404
575,G056,MT-3AH 550-G1-84-2.5-A,ROUND,EN-9,1,KGS,230.0,60,,0,D.ishwarlal and co,75,0,0,18,19.55,30,MT-ROUND Ø 230 X 60 mm Long,1466.388,263.94984,1730.33784
576,G056,MT-3AH 550-FIP-15-3.5-A,ROUND,EN-24,1,KGS,65.0,342,0,0,D.ishwarlal and co,90,0,0,18,8.90,30,MT-ROUND Ø 65 X 342 mm Long,801.08028,144.1944504,945.2747304
577,G056,MT-3AH 550-G2-84-3.5-A,ROUND,EN-9,1,KGS,320.0,80,0,0,D.ishwarlal and co,75,0,0,18,50.46,30,MT-ROUND Ø 320 X 80 mm Long,3784.704,681.24672,4465.95072
578,G056,MT-3AH 550-SIP-17-05-A,ROUND,EN-24,1,KGS,105.0,342,0,0,D.ishwarlal and co,90,0,0,18,23.23,30,MT-ROUND Ø 105 X 342 mm Long,2090.39292,376.2707256,2466.663646
579,G056,MT-3AH550-G3-82-5-A,ROUND,EN-9,1,KGS,440.0,110,0,0,D.ishwarlal and co,78,0,0,18,131.18,30,MT-ROUND Ø 440 X 110 mm Long,10232.30208,1841.814374,12074.11645
580,G056,MT-3AH 550-OP-A8,ROUND,EN-9,1,KGS,130.0,550,140,0,D.ishwarlal and co,68,0,0,18,57.26,30,MT-ROUND Ø 130 X 550 mm Long,3893.4896,700.828128,4594.317728
581,G056,MT-SP-92-70-41 LG,PIPE,STD,1,KGS,92.0,41,0,70,UNKNOWN,100,0,0,18,0.90,29,MT-PIPE OD Ø92 X ID Ø 70 X 41 THK,90.012384,16.20222912,106.2146131
582,G056,MT-SP-60-48-46 LG,PIPE,STD,1,KGS,60.0,46,0,48,UNKNOWN,100,0,0,18,0.37,29,MT-PIPE OD Ø60 X ID Ø 48 X 46 THK,36.723456,6.61022208,43.33367808
583,G056,MT-SP-120-95-28 LG,PIPE,STD,1,KGS,120.0,28,0,95,UNKNOWN,100,0,0,18,0.93,29,MT-PIPE OD Ø120 X ID Ø 95 X 28 THK,92.708,16.68744,109.39544
584,G056,BERING6309,BEARING,STD,2,Nos,BEARING6309,0,0,0,UNKNOWN,225,0,0,18,2.00,26,STD- BEARING6309 X 0 MM LONG,450,81,531
585,G056,BERING22212,BEARING,STD,2,Nos,BEARING22212,0,0,0,UNKNOWN,375,0,0,18,2.00,26,STD- BEARING22212 X 0 MM LONG,750,135,885
586,G056,BERING22216,BEARING,STD,2,Nos,BEARING22216,0,0,0,UNKNOWN,1650,0,0,18,2.00,26,STD- BEARING22216 X 0 MM LONG,3300,594,3894
587,G056,BERING22222,BEARING,STD,2,Nos,BEARING22222,0,0,0,UNKNOWN,1650,0,0,18,2.00,26,STD- BEARING22222 X 0 MM LONG,3300,594,3894
588,G056,3AH550 IP TURNING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,400,0,0,18,1.00,,LABOUR-3AH550 IP TURNING JW,400,72,472
589,G056,3AH550-FIP-TURNING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,350,0,0,18,1.00,,LABOUR-3AH550-FIP-TURNING JW,350,63,413
590,G056,3AH550-SIP-TURNING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,400,0,0,18,1.00,,LABOUR-3AH550-SIP-TURNING JW,400,72,472
591,G056,3AH550-G1-TURNING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,300,0,0,18,1.00,,LABOUR-3AH550-G1-TURNING JW,300,54,354
592,G056,3AH550-G2-TURNING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,500,0,0,18,1.00,,LABOUR-3AH550-G2-TURNING JW,500,90,590
593,G056,3AH550-G3-TURNING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,650,0,0,18,1.00,,LABOUR-3AH550-G3-TURNING JW,650,117,767
594,G056,3AH550-OPS-TURNING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,400,0,0,18,1.00,,LABOUR-3AH550-OPS-TURNING JW,400,72,472
595,G056,3AH550 IP MILLING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,100,0,0,18,1.00,,LABOUR-3AH550 IP MILLING JW,100,18,118
596,G056,3AH550-FIP-MILLING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,80,0,0,18,1.00,,LABOUR-3AH550-FIP-MILLING JW,80,14.4,94.4
597,G056,3AH550-SIP-MILLING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,80,0,0,18,1.00,,LABOUR-3AH550-SIP-MILLING JW,80,14.4,94.4
598,G056,3AH550-G1-SLOTTING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,80,0,0,18,1.00,,LABOUR-3AH550-G1-SLOTTING JW,80,14.4,94.4
599,G056,3AH550-G2-SLOTTING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,80,0,0,18,1.00,,LABOUR-3AH550-G2-SLOTTING JW,80,14.4,94.4
600,G056,3AH550-G3-SLOTTING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,120,0,0,18,1.00,,LABOUR-3AH550-G3-SLOTTING JW,120,21.6,141.6
601,G056,3AH550-OPS-MILLING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,100,0,0,18,1.00,,LABOUR-3AH550-OPS-MILLING JW,100,18,118
602,G056,3AH550 IP HEAT TREATMENT JW,LABOUR,NA,10,KGS,JW,0,0,0,UNKNOWN,20,0,0,18,10.00,,LABOUR-3AH550 IP HEAT TREATMENT JW,200,36,236
603,G056,3AH550-FIP-HEAT TREATMENT JW,LABOUR,NA,9,KGS,JW,0,0,0,UNKNOWN,20,0,0,18,9.00,,LABOUR-3AH550-FIP-HEAT TREATMENT JW,180,32.4,212.4
604,G056,3AH550-SIP-HEAT TREATMENT JW,LABOUR,NA,23,Nos,JW,0,0,0,UNKNOWN,20,0,0,18,23.00,,LABOUR-3AH550-SIP-HEAT TREATMENT JW,460,82.8,542.8
605,G056,3AH550-G1-HEAT TREATMENT JW,LABOUR,NA,19,Nos,JW,0,0,0,UNKNOWN,20,0,0,18,19.00,,LABOUR-3AH550-G1-HEAT TREATMENT JW,380,68.4,448.4
606,G056,3AH550-G2-HEAT TREATMENT JW,LABOUR,NA,48,Nos,JW,0,0,0,UNKNOWN,20,0,0,18,48.00,,LABOUR-3AH550-G2-HEAT TREATMENT JW,960,172.8,1132.8
607,G056,3AH550-G3-HEAT TREATMENT JW,LABOUR,NA,129,Nos,JW,0,0,0,UNKNOWN,20,0,0,18,129.00,,LABOUR-3AH550-G3-HEAT TREATMENT JW,2580,464.4,3044.4
608,G056,3AH550-OPS-HEAT TREATMENT JW,LABOUR,NA,53,Nos,JW,0,0,0,UNKNOWN,20,0,0,18,53.00,,LABOUR-3AH550-OPS-HEAT TREATMENT JW,1060,190.8,1250.8
609,G056,3AH550 IP TEETH CUTTING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,275,0,0,18,1.00,,LABOUR-3AH550 IP TEETH CUTTING JW,275,49.5,324.5
610,G056,3AH550-FIP-TEETH CUTTING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,438,0,0,18,1.00,,LABOUR-3AH550-FIP-TEETH CUTTING JW,438,78.84,516.84
611,G056,3AH550-SIP-TEETH CUTTING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,622,0,0,18,1.00,,LABOUR-3AH550-SIP-TEETH CUTTING JW,622,111.96,733.96
612,G056,3AH550-G1-TEETH CUTTING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,558,0,0,18,1.00,,LABOUR-3AH550-G1-TEETH CUTTING JW,558,100.44,658.44
613,G056,3AH550-G2-TEETH CUTTING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,1178,0,0,18,1.00,,LABOUR-3AH550-G2-TEETH CUTTING JW,1178,212.04,1390.04
614,G056,3AH550-G3-TEETH CUTTING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,2350,0,0,18,1.00,,LABOUR-3AH550-G3-TEETH CUTTING JW,2350,423,2773
615,G056,3AH550-OPS-TEETH CUTTING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,486,0,0,18,1.00,,LABOUR-3AH550-OPS-TEETH CUTTING JW,486,87.48,573.48
616,G056,3AH550 IP GRINDING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,100,0,0,18,1.00,,LABOUR-3AH550 IP GRINDING JW,100,18,118
617,G056,3AH550-FIP-GRINDING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,100,0,0,18,1.00,,LABOUR-3AH550-FIP-GRINDING JW,100,18,118
618,G056,3AH550-SIP-GRINDING JW,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,100,0,0,18,1.00,,LABOUR-3AH550-SIP-GRINDING JW,100,18,118
619,G056,MT-3AH550-BEARING COVER-IP SS,ROUND,STD,1,KGS,150.0,20,0,0,UNKNOWN,70,0,0,18,2.77,29,MT-ROUND Ø 150 X 20 mm Long,194.04,34.9272,228.9672
620,G056,MT-3AH550-BEARING COVER-IP SS,ROUND,STD,1,KGS,150.0,3.15,0,0,UNKNOWN,70,0,0,18,0.44,29,MT-ROUND Ø 150 X 3.15 mm Long,30.5613,5.501034,36.062334
621,G056,MT-3AH550-BEARING COVER FIP,ROUND,STD,2,KGS,140.0,12,0,0,UNKNOWN,70,0,0,18,2.90,29,MT-ROUND Ø 140 X 12 mm Long,202.83648,36.5105664,239.3470464
622,G056,MT-3AH550-BEARING COVER SIP,ROUND,STD,2,KGS,180.0,12,0,0,UNKNOWN,70,0,0,18,4.79,29,MT-ROUND Ø 180 X 12 mm Long,335.30112,60.3542016,395.6553216
623,G056,MT-3AH550-BEARING COVER OPS,ROUND,STD,1,KGS,230.0,12,0,0,UNKNOWN,70,0,0,18,3.91,29,MT-ROUND Ø 230 X 12 mm Long,273.72576,49.2706368,322.9963968
624,G056,MT-3AH550-BEARING COVER OPS,ROUND,STD,1,KGS,230.0,20,0,0,UNKNOWN,70,0,0,18,6.52,29,MT-ROUND Ø 230 X 20 mm Long,456.2096,82.117728,538.327328
625,G056,MT-3AH550-BEARING COVER OPS,ROUND,STD,1,KGS,230.0,3.15,0,0,UNKNOWN,70,0,0,18,1.03,29,MT-ROUND Ø 230 X 3.15 mm Long,71.853012,12.93354216,84.78655416
626,G056,MT-3AH550-BEARING COVER-IP SS,ROUND,BC,1,Nos,150.0,12,0,0,UNKNOWN,70,0,0,18,1.66,29,MT-ROUND Ø 150 X 12 mm Long,116.424,20.95632,137.38032
627,G056,3AH550-BEARING COVER-TURNING,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,100,0,0,18,1.00,,LABOUR-3AH550-BEARING COVER-TURNING,100,18,118
628,G056,3AH550-BEARING COVER-TURNING,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,100,0,0,18,1.00,,LABOUR-3AH550-BEARING COVER-TURNING,100,18,118
629,G056,3AH550-BEARING COVER-TURNING,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,100,0,0,18,1.00,,LABOUR-3AH550-BEARING COVER-TURNING,100,18,118
630,G056,3AH550-BEARING COVER-TURNING,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,100,0,0,18,1.00,,LABOUR-3AH550-BEARING COVER-TURNING,100,18,118
631,G056,3AH550-BEARING COVER-TURNING,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,100,0,0,18,1.00,,LABOUR-3AH550-BEARING COVER-TURNING,100,18,118
632,G056,3AH550-BEARING COVER-TURNING,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,100,0,0,18,1.00,,LABOUR-3AH550-BEARING COVER-TURNING,100,18,118
633,G056,3AH550-BEARING COVER-TURNING,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,100,0,0,18,1.00,,LABOUR-3AH550-BEARING COVER-TURNING,100,18,118
634,G056,3AH550-BEARING COVER-TURNING,LABOUR,NA,1,Nos,JW,0,0,0,UNKNOWN,100,0,0,18,1.00,,LABOUR-3AH550-BEARING COVER-TURNING,100,18,118
635,G056,OIL SEAL 45X60X12BS,BF,STD,1,Nos,OILSEAL45X60X12,0,0,0,UNKNOWN,100,0,0,18,1.00,26,OILSEAL45X60X12,100,18,118
